index1,index,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,pH,sulphates,alcohol,quality,quality rating
965,965,8.3,0.34,0.4,2.4,0.065,24,48,3.34,0.86,11,6,2
966,966,9,0.38,0.41,2.4,0.103,6,10,3.13,0.58,11.9,7,3
967,967,8.5,0.66,0.2,2.1,0.097,23,113,3.13,0.48,9.2,5,2
968,968,9,0.4,0.43,2.4,0.068,29,46,3.2,0.6,12.2,6,2
969,969,6.7,0.56,0.09,2.9,0.079,7,22,3.46,0.61,10.2,5,2
970,970,10.4,0.26,0.48,1.9,0.066,6,10,3.33,0.87,10.9,6,2
971,971,10.4,0.26,0.48,1.9,0.066,6,10,3.33,0.87,10.9,6,2
972,972,10.1,0.38,0.5,2.4,0.104,6,13,3.22,0.65,11.6,7,3
973,973,8.5,0.34,0.44,1.7,0.079,6,12,3.52,0.63,10.7,5,2
974,974,8.8,0.33,0.41,5.9,0.073,7,13,3.3,0.62,12.1,7,3
975,975,7.2,0.41,0.3,2.1,0.083,35,72,3.44,0.52,9.4,5,2
976,976,7.2,0.41,0.3,2.1,0.083,35,72,3.44,0.52,9.4,5,2
977,977,8.4,0.59,0.29,2.6,0.109,31,119,3.15,0.5,9.1,5,2
978,978,7,0.4,0.32,3.6,0.061,9,29,3.28,0.49,11.3,7,3
979,979,12.2,0.45,0.49,1.4,0.075,3,6,3.13,0.63,10.4,5,2
980,980,9.1,0.5,0.3,1.9,0.065,8,17,3.32,0.71,10.5,6,2
981,981,9.5,0.86,0.26,1.9,0.079,13,28,3.25,0.62,10,5,2
982,982,7.3,0.52,0.32,2.1,0.07,51,70,3.34,0.82,12.9,6,2
983,983,9.1,0.5,0.3,1.9,0.065,8,17,3.32,0.71,10.5,6,2
984,984,12.2,0.45,0.49,1.4,0.075,3,6,3.13,0.63,10.4,5,2
985,985,7.4,0.58,0,2,0.064,7,11,3.45,0.58,11.3,6,2
986,986,9.8,0.34,0.39,1.4,0.066,3,7,3.19,0.55,11.4,7,3
987,987,7.1,0.36,0.3,1.6,0.08,35,70,3.44,0.5,9.4,5,2
988,988,7.7,0.39,0.12,1.7,0.097,19,27,3.16,0.49,9.4,5,2
989,989,9.7,0.295,0.4,1.5,0.073,14,21,3.14,0.51,10.9,6,2
990,990,7.7,0.39,0.12,1.7,0.097,19,27,3.16,0.49,9.4,5,2
991,991,7.1,0.34,0.28,2,0.082,31,68,3.45,0.48,9.4,5,2
992,992,6.5,0.4,0.1,2,0.076,30,47,3.36,0.48,9.4,6,2
993,993,7.1,0.34,0.28,2,0.082,31,68,3.45,0.48,9.4,5,2
994,994,10,0.35,0.45,2.5,0.092,20,88,3.15,0.43,9.4,5,2
995,995,7.7,0.6,0.06,2,0.079,19,41,3.39,0.62,10.1,6,2
996,996,5.6,0.66,0,2.2,0.087,3,11,3.71,0.63,12.8,7,3
997,997,5.6,0.66,0,2.2,0.087,3,11,3.71,0.63,12.8,7,3
998,998,8.9,0.84,0.34,1.4,0.05,4,10,3.12,0.48,9.1,6,2
999,999,6.4,0.69,0,1.65,0.055,7,12,3.47,0.53,12.9,6,2
1000,1000,7.5,0.43,0.3,2.2,0.062,6,12,3.44,0.72,11.5,7,3
1001,1001,9.9,0.35,0.38,1.5,0.058,31,47,3.26,0.82,10.6,7,3
1002,1002,9.1,0.29,0.33,2.05,0.063,13,27,3.26,0.84,11.7,7,3
1003,1003,6.8,0.36,0.32,1.8,0.067,4,8,3.36,0.55,12.8,7,3
1004,1004,8.2,0.43,0.29,1.6,0.081,27,45,3.25,0.54,10.3,5,2
1005,1005,6.8,0.36,0.32,1.8,0.067,4,8,3.36,0.55,12.8,7,3
1006,1006,9.1,0.29,0.33,2.05,0.063,13,27,3.26,0.84,11.7,7,3
1007,1007,9.1,0.3,0.34,2,0.064,12,25,3.26,0.84,11.7,7,3
1008,1008,8.9,0.35,0.4,3.6,0.11,12,24,3.23,0.7,12,7,3
1009,1009,9.6,0.5,0.36,2.8,0.116,26,55,3.18,0.68,10.9,5,2
1010,1010,8.9,0.28,0.45,1.7,0.067,7,12,3.25,0.55,12.3,7,3
1011,1011,8.9,0.32,0.31,2,0.088,12,19,3.17,0.55,10.4,6,2
1012,1012,7.7,1.005,0.15,2.1,0.102,11,32,3.23,0.48,10,5,2
1013,1013,7.5,0.71,0,1.6,0.092,22,31,3.38,0.58,10,6,2
1014,1014,8,0.58,0.16,2,0.12,3,7,3.22,0.58,11.2,6,2
1015,1015,10.5,0.39,0.46,2.2,0.075,14,27,3.06,0.84,11.4,6,2
1016,1016,8.9,0.38,0.4,2.2,0.068,12,28,3.27,0.75,12.6,7,3
1017,1017,8,0.18,0.37,0.9,0.049,36,109,2.89,0.44,12.7,6,2
1018,1018,8,0.18,0.37,0.9,0.049,36,109,2.89,0.44,12.7,6,2
1019,1019,7,0.5,0.14,1.8,0.078,10,23,3.53,0.61,10.4,5,2
1020,1020,11.3,0.36,0.66,2.4,0.123,3,8,3.2,0.53,11.9,6,2
1021,1021,11.3,0.36,0.66,2.4,0.123,3,8,3.2,0.53,11.9,6,2
1022,1022,7,0.51,0.09,2.1,0.062,4,9,3.35,0.54,10.5,5,2
1023,1023,8.2,0.32,0.42,2.3,0.098,3,9,3.27,0.55,12.3,6,2
1024,1024,7.7,0.58,0.01,1.8,0.088,12,18,3.32,0.56,10.5,7,3
1025,1025,8.6,0.83,0,2.8,0.095,17,43,3.33,0.6,10.4,6,2
1026,1026,7.9,0.31,0.32,1.9,0.066,14,36,3.41,0.56,12.6,6,2
1027,1027,6.4,0.795,0,2.2,0.065,28,52,3.49,0.52,11.6,5,2
1028,1028,7.2,0.34,0.21,2.5,0.075,41,68,3.37,0.54,10.1,6,2
1029,1029,7.7,0.58,0.01,1.8,0.088,12,18,3.32,0.56,10.5,7,3
1030,1030,7.1,0.59,0,2.1,0.091,9,14,3.42,0.55,11.5,7,3
1031,1031,7.3,0.55,0.01,1.8,0.093,9,15,3.35,0.58,11,7,3
1032,1032,8.1,0.82,0,4.1,0.095,5,14,3.36,0.53,9.6,5,2
1033,1033,7.5,0.57,0.08,2.6,0.089,14,27,3.3,0.59,10.4,6,2
1034,1034,8.9,0.745,0.18,2.5,0.077,15,48,3.2,0.47,9.7,6,2
1035,1035,10.1,0.37,0.34,2.4,0.085,5,17,3.17,0.65,10.6,7,3
1036,1036,7.6,0.31,0.34,2.5,0.082,26,35,3.22,0.59,12.5,7,3
1037,1037,7.3,0.91,0.1,1.8,0.074,20,56,3.35,0.56,9.2,5,2
1038,1038,8.7,0.41,0.41,6.2,0.078,25,42,3.24,0.77,12.6,7,3
1039,1039,8.9,0.5,0.21,2.2,0.088,21,39,3.33,0.83,11.1,6,2
1040,1040,7.4,0.965,0,2.2,0.088,16,32,3.58,0.67,10.2,5,2
1041,1041,6.9,0.49,0.19,1.7,0.079,13,26,3.38,0.64,9.8,6,2
1042,1042,8.9,0.5,0.21,2.2,0.088,21,39,3.33,0.83,11.1,6,2
1043,1043,9.5,0.39,0.41,8.9,0.069,18,39,3.29,0.81,10.9,7,3
1044,1044,6.4,0.39,0.33,3.3,0.046,12,53,3.36,0.62,12.2,6,2
1045,1045,6.9,0.44,0,1.4,0.07,32,38,3.32,0.58,11.4,6,2
1046,1046,7.6,0.78,0,1.7,0.076,33,45,3.31,0.62,10.7,6,2
1047,1047,7.1,0.43,0.17,1.8,0.082,27,51,3.49,0.64,10.4,5,2
1048,1048,9.3,0.49,0.36,1.7,0.081,3,14,3.27,0.78,10.9,6,2
1049,1049,9.3,0.5,0.36,1.8,0.084,6,17,3.27,0.77,10.8,6,2
1050,1050,7.1,0.43,0.17,1.8,0.082,27,51,3.49,0.64,10.4,5,2
1051,1051,8.5,0.46,0.59,1.4,0.414,16,45,3.03,1.34,9.2,5,2
1052,1052,5.6,0.605,0.05,2.4,0.073,19,25,3.56,0.55,12.9,5,2
1053,1053,8.3,0.33,0.42,2.3,0.07,9,20,3.38,0.77,12.7,7,3
1054,1054,8.2,0.64,0.27,2,0.095,5,77,3.13,0.62,9.1,6,2
1055,1055,8.2,0.64,0.27,2,0.095,5,77,3.13,0.62,9.1,6,2
1056,1056,8.9,0.48,0.53,4,0.101,3,10,3.21,0.59,12.1,7,3
1057,1057,7.6,0.42,0.25,3.9,0.104,28,90,3.15,0.57,9.1,5,2
1058,1058,9.9,0.53,0.57,2.4,0.093,30,52,3.19,0.76,11.6,7,3
1059,1059,8.9,0.48,0.53,4,0.101,3,10,3.21,0.59,12.1,7,3
1060,1060,11.6,0.23,0.57,1.8,0.074,3,8,3.14,0.7,9.9,6,2
1061,1061,9.1,0.4,0.5,1.8,0.071,7,16,3.21,0.69,12.5,8,3
1062,1062,8,0.38,0.44,1.9,0.098,6,15,3.3,0.64,11.4,6,2
1063,1063,10.2,0.29,0.65,2.4,0.075,6,17,3.22,0.63,11.8,6,2
1064,1064,8.2,0.74,0.09,2,0.067,5,10,3.28,0.57,11.8,6,2
1065,1065,7.7,0.61,0.18,2.4,0.083,6,20,3.29,0.6,10.2,6,2
1066,1066,6.6,0.52,0.08,2.4,0.07,13,26,3.4,0.72,12.5,7,3
1067,1067,11.1,0.31,0.53,2.2,0.06,3,10,3.02,0.83,10.9,7,3
1068,1068,11.1,0.31,0.53,2.2,0.06,3,10,3.02,0.83,10.9,7,3
1069,1069,8,0.62,0.35,2.8,0.086,28,52,3.31,0.62,10.8,5,2
1070,1070,9.3,0.33,0.45,1.5,0.057,19,37,3.18,0.89,11.1,7,3
1071,1071,7.5,0.77,0.2,8.1,0.098,30,92,3.2,0.58,9.2,5,2
1072,1072,7.2,0.35,0.26,1.8,0.083,33,75,3.4,0.58,9.5,6,2
1073,1073,8,0.62,0.33,2.7,0.088,16,37,3.31,0.58,10.7,6,2
1074,1074,7.5,0.77,0.2,8.1,0.098,30,92,3.2,0.58,9.2,5,2
1075,1075,9.1,0.25,0.34,2,0.071,45,67,3.44,0.86,10.2,7,3
1076,1076,9.9,0.32,0.56,2,0.073,3,8,3.15,0.73,11.4,6,2
1077,1077,8.6,0.37,0.65,6.4,0.08,3,8,3.27,0.58,11,5,2
1078,1078,8.6,0.37,0.65,6.4,0.08,3,8,3.27,0.58,11,5,2
1079,1079,7.9,0.3,0.68,8.3,0.05,37.5,128,3.01,0.51,12.3,7,3
1080,1080,10.3,0.27,0.56,1.4,0.047,3,8,3.16,0.51,11.8,6,2
1081,1081,7.9,0.3,0.68,8.3,0.05,37.5,139,3.01,0.51,12.3,7,3
1082,1082,7.2,0.38,0.3,1.8,0.073,31,70,3.42,0.59,9.5,6,2
1083,1083,8.7,0.42,0.45,2.4,0.072,32,59,3.33,0.77,12,6,2
1084,1084,7.2,0.38,0.3,1.8,0.073,31,70,3.42,0.59,9.5,6,2
1085,1085,6.8,0.48,0.08,1.8,0.074,40,64,3.12,0.49,9.6,5,2
1086,1086,8.5,0.34,0.4,4.7,0.055,3,9,3.38,0.66,11.6,7,3
1087,1087,7.9,0.19,0.42,1.6,0.057,18,30,3.29,0.69,11.2,6,2
1088,1088,11.6,0.41,0.54,1.5,0.095,22,41,3.02,0.76,9.9,7,3
1089,1089,11.6,0.41,0.54,1.5,0.095,22,41,3.02,0.76,9.9,7,3
1090,1090,10,0.26,0.54,1.9,0.083,42,74,2.98,0.63,11.8,8,3
1091,1091,7.9,0.34,0.42,2,0.086,8,19,3.35,0.6,11.4,6,2
1092,1092,7,0.54,0.09,2,0.081,10,16,3.43,0.59,11.5,6,2
1093,1093,9.2,0.31,0.36,2.2,0.079,11,31,3.33,0.86,12,7,3
1094,1094,6.6,0.725,0.09,5.5,0.117,9,17,3.35,0.49,10.8,6,2
1095,1095,9.4,0.4,0.47,2.5,0.087,6,20,3.15,0.5,10.5,5,2
1096,1096,6.6,0.725,0.09,5.5,0.117,9,17,3.35,0.49,10.8,6,2
1097,1097,8.6,0.52,0.38,1.5,0.096,5,18,3.2,0.52,9.4,5,2
1098,1098,8,0.31,0.45,2.1,0.216,5,16,3.15,0.81,12.5,7,3
1099,1099,8.6,0.52,0.38,1.5,0.096,5,18,3.2,0.52,9.4,5,2
1100,1100,8.4,0.34,0.42,2.1,0.072,23,36,3.11,0.78,12.4,6,2
1101,1101,7.4,0.49,0.27,2.1,0.071,14,25,3.35,0.63,12,6,2
1102,1102,6.1,0.48,0.09,1.7,0.078,18,30,3.45,0.54,11.2,6,2
1103,1103,7.4,0.49,0.27,2.1,0.071,14,25,3.35,0.63,12,6,2
1104,1104,8,0.48,0.34,2.2,0.073,16,25,3.28,0.66,12.4,6,2
1105,1105,6.3,0.57,0.28,2.1,0.048,13,49,3.41,0.6,12.8,5,2
1106,1106,8.2,0.23,0.42,1.9,0.069,9,17,3.21,0.54,12.3,6,2
1107,1107,9.1,0.3,0.41,2,0.068,10,24,3.27,0.85,11.7,7,3
1108,1108,8.1,0.78,0.1,3.3,0.09,4,13,3.36,0.49,9.5,5,2
1109,1109,10.8,0.47,0.43,2.1,0.171,27,66,3.17,0.76,10.8,6,2
1110,1110,8.3,0.53,0,1.4,0.07,6,14,3.25,0.64,10,6,2
1111,1111,5.4,0.42,0.27,2,0.092,23,55,3.78,0.64,12.3,7,3
1112,1112,7.9,0.33,0.41,1.5,0.056,6,35,3.29,0.71,11,6,2
1113,1113,8.9,0.24,0.39,1.6,0.074,3,10,3.12,0.59,9.5,6,2
1114,1114,5,0.4,0.5,4.3,0.046,29,80,3.49,0.66,13.6,6,2
1115,1115,7,0.69,0.07,2.5,0.091,15,21,3.38,0.6,11.3,6,2
1116,1116,7,0.69,0.07,2.5,0.091,15,21,3.38,0.6,11.3,6,2
1117,1117,7,0.69,0.07,2.5,0.091,15,21,3.38,0.6,11.3,6,2
1118,1118,7.1,0.39,0.12,2.1,0.065,14,24,3.3,0.53,13.3,6,2
1119,1119,5.6,0.66,0,2.5,0.066,7,15,3.52,0.58,12.9,5,2
1120,1120,7.9,0.54,0.34,2.5,0.076,8,17,3.2,0.72,13.1,8,3
1121,1121,6.6,0.5,0,1.8,0.062,21,28,3.44,0.55,12.3,6,2
1122,1122,6.3,0.47,0,1.4,0.055,27,33,3.45,0.48,12.3,6,2
1123,1123,10.7,0.4,0.37,1.9,0.081,17,29,3.12,0.65,11.2,6,2
1124,1124,6.5,0.58,0,2.2,0.096,3,13,3.62,0.62,11.5,4,1
1125,1125,8.8,0.24,0.35,1.7,0.055,13,27,3.14,0.59,11.3,7,3
1126,1126,5.8,0.29,0.26,1.7,0.063,3,11,3.39,0.54,13.5,6,2
1127,1127,6.3,0.76,0,2.9,0.072,26,52,3.51,0.6,11.5,6,2
1128,1128,10,0.43,0.33,2.7,0.095,28,89,3.22,0.68,10,5,2
1129,1129,10.5,0.43,0.35,3.3,0.092,24,70,3.21,0.69,10.5,6,2
1130,1130,9.1,0.6,0,1.9,0.058,5,10,3.18,0.63,10.4,6,2
1131,1131,5.9,0.19,0.21,1.7,0.045,57,135,3.32,0.44,9.5,5,2
1132,1132,7.4,0.36,0.34,1.8,0.075,18,38,3.38,0.88,13.6,7,3
1133,1133,7.2,0.48,0.07,5.5,0.089,10,18,3.37,0.68,11.2,7,3
1134,1134,8.5,0.28,0.35,1.7,0.061,6,15,3.3,0.74,11.8,7,3
1135,1135,8,0.25,0.43,1.7,0.067,22,50,3.38,0.6,11.9,6,2
1136,1136,10.4,0.52,0.45,2,0.08,6,13,3.22,0.76,11.4,6,2
1137,1137,10.4,0.52,0.45,2,0.08,6,13,3.22,0.76,11.4,6,2
1138,1138,7.5,0.41,0.15,3.7,0.104,29,94,3.14,0.58,9.1,5,2
1139,1139,8.2,0.51,0.24,2,0.079,16,86,3.34,0.64,9.5,6,2
1140,1140,7.3,0.4,0.3,1.7,0.08,33,79,3.41,0.65,9.5,6,2
1141,1141,8.2,0.38,0.32,2.5,0.08,24,71,3.27,0.85,11,6,2
1142,1142,6.9,0.45,0.11,2.4,0.043,6,12,3.3,0.65,11.4,6,2
1143,1143,7,0.22,0.3,1.8,0.065,16,20,3.61,0.82,10,6,2
1144,1144,7.3,0.32,0.23,2.3,0.066,35,70,3.43,0.62,10.1,5,2
1145,1145,8.2,0.2,0.43,2.5,0.076,31,51,3.53,0.81,10.4,6,2
1146,1146,7.8,0.5,0.12,1.8,0.178,6,21,3.28,0.87,9.8,6,2
1147,1147,10,0.41,0.45,6.2,0.071,6,14,3.21,0.49,11.8,7,3
1148,1148,7.8,0.39,0.42,2,0.086,9,21,3.39,0.66,11.6,6,2
1149,1149,10,0.35,0.47,2,0.061,6,11,3.23,0.52,12,6,2
1150,1150,8.2,0.33,0.32,2.8,0.067,4,12,3.3,0.76,12.8,7,3
1151,1151,6.1,0.58,0.23,2.5,0.044,16,70,3.46,0.65,12.5,6,2
1152,1152,8.3,0.6,0.25,2.2,0.118,9,38,3.15,0.53,9.8,5,2
1153,1153,9.6,0.42,0.35,2.1,0.083,17,38,3.23,0.66,11.1,6,2
1154,1154,6.6,0.58,0,2.2,0.1,50,63,3.59,0.68,11.4,6,2
1155,1155,8.3,0.6,0.25,2.2,0.118,9,38,3.15,0.53,9.8,5,2
1156,1156,8.5,0.18,0.51,1.75,0.071,45,88,3.33,0.76,11.8,7,3
1157,1157,5.1,0.51,0.18,2.1,0.042,16,101,3.46,0.87,12.9,7,3
1158,1158,6.7,0.41,0.43,2.8,0.076,22,54,3.42,1.16,10.6,6,2
1159,1159,10.2,0.41,0.43,2.2,0.11,11,37,3.16,0.67,10.8,5,2
1160,1160,10.6,0.36,0.57,2.3,0.087,6,20,3.14,0.72,11.1,7,3
1161,1161,8.8,0.45,0.43,1.4,0.076,12,21,3.21,0.75,10.2,6,2
1162,1162,8.5,0.32,0.42,2.3,0.075,12,19,3.14,0.71,11.8,7,3
1163,1163,9,0.785,0.24,1.7,0.078,10,21,3.29,0.67,10,5,2
1164,1164,9,0.785,0.24,1.7,0.078,10,21,3.29,0.67,10,5,2
1165,1165,8.5,0.44,0.5,1.9,0.369,15,38,3.01,1.1,9.4,5,2
1166,1166,9.9,0.54,0.26,2,0.111,7,60,2.94,0.98,10.2,5,2
1167,1167,8.2,0.33,0.39,2.5,0.074,29,48,3.32,0.88,12.4,7,3
1168,1168,6.5,0.34,0.27,2.8,0.067,8,44,3.21,0.56,12,6,2
1169,1169,7.6,0.5,0.29,2.3,0.086,5,14,3.32,0.62,11.5,6,2
1170,1170,9.2,0.36,0.34,1.6,0.062,5,12,3.2,0.67,10.5,6,2
1171,1171,7.1,0.59,0,2.2,0.078,26,44,3.42,0.68,10.8,6,2
1172,1172,9.7,0.42,0.46,2.1,0.074,5,16,3.27,0.74,12.3,6,2
1173,1173,7.6,0.36,0.31,1.7,0.079,26,65,3.46,0.62,9.5,6,2
1174,1174,7.6,0.36,0.31,1.7,0.079,26,65,3.46,0.62,9.5,6,2
1175,1175,6.5,0.61,0,2.2,0.095,48,59,3.61,0.7,11.5,6,2
1176,1176,6.5,0.88,0.03,5.6,0.079,23,47,3.58,0.5,11.2,4,1
1177,1177,7.1,0.66,0,2.4,0.052,6,11,3.35,0.66,12.7,7,3
1178,1178,5.6,0.915,0,2.1,0.041,17,78,3.68,0.73,11.4,5,2
1179,1179,8.2,0.35,0.33,2.4,0.076,11,47,3.27,0.81,11,6,2
1180,1180,8.2,0.35,0.33,2.4,0.076,11,47,3.27,0.81,11,6,2
1181,1181,9.8,0.39,0.43,1.65,0.068,5,11,3.19,0.46,11.4,5,2
1182,1182,10.2,0.4,0.4,2.5,0.068,41,54,3.38,0.86,10.5,6,2
1183,1183,6.8,0.66,0.07,1.6,0.07,16,61,3.29,0.6,9.3,5,2
1184,1184,6.7,0.64,0.23,2.1,0.08,11,119,3.36,0.7,10.9,5,2
1185,1185,7,0.43,0.3,2,0.085,6,39,3.33,0.46,11.9,6,2
1186,1186,6.6,0.8,0.03,7.8,0.079,6,12,3.52,0.5,12.2,5,2
1187,1187,7,0.43,0.3,2,0.085,6,39,3.33,0.46,11.9,6,2
1188,1188,6.7,0.64,0.23,2.1,0.08,11,119,3.36,0.7,10.9,5,2
1189,1189,8.8,0.955,0.05,1.8,0.075,5,19,3.3,0.44,9.6,4,1
1190,1190,9.1,0.4,0.57,4.6,0.08,6,20,3.28,0.57,12.5,6,2
1191,1191,6.5,0.885,0,2.3,0.166,6,12,3.56,0.51,10.8,5,2
1192,1192,7.2,0.25,0.37,2.5,0.063,11,41,3.52,0.8,12.4,7,3
1193,1193,6.4,0.885,0,2.3,0.166,6,12,3.56,0.51,10.8,5,2
1194,1194,7,0.745,0.12,1.8,0.114,15,64,3.22,0.59,9.5,6,2
1195,1195,6.2,0.43,0.22,1.8,0.078,21,56,3.52,0.6,9.5,6,2
1196,1196,7.9,0.58,0.23,2.3,0.076,23,94,3.21,0.58,9.5,6,2
1197,1197,7.7,0.57,0.21,1.5,0.069,4,9,3.16,0.54,9.8,6,2
1198,1198,7.7,0.26,0.26,2,0.052,19,77,3.15,0.79,10.9,6,2
1199,1199,7.9,0.58,0.23,2.3,0.076,23,94,3.21,0.58,9.5,6,2
1200,1200,7.7,0.57,0.21,1.5,0.069,4,9,3.16,0.54,9.8,6,2
1201,1201,7.9,0.34,0.36,1.9,0.065,5,10,3.27,0.54,11.2,7,3
1202,1202,8.6,0.42,0.39,1.8,0.068,6,12,3.35,0.69,11.7,8,3
1203,1203,9.9,0.74,0.19,5.8,0.111,33,76,3.14,0.55,9.4,5,2
1204,1204,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,7,3
1205,1205,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,7,3
1206,1206,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,7,3
1207,1207,9.9,0.72,0.55,1.7,0.136,24,52,3.35,0.94,10,5,2
1208,1208,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,7,3
1209,1209,6.2,0.39,0.43,2,0.071,14,24,3.45,0.87,11.2,7,3
1210,1210,6.8,0.65,0.02,2.1,0.078,8,15,3.35,0.62,10.4,6,2
1211,1211,6.6,0.44,0.15,2.1,0.076,22,53,3.32,0.62,9.3,5,2
1212,1212,6.8,0.65,0.02,2.1,0.078,8,15,3.35,0.62,10.4,6,2
1213,1213,9.6,0.38,0.42,1.9,0.071,5,13,3.15,0.75,10.5,6,2
1214,1214,10.2,0.33,0.46,1.9,0.081,6,9,3.1,0.48,10.4,6,2
1215,1215,8.8,0.27,0.46,2.1,0.095,20,29,3.26,0.56,11.3,6,2
1216,1216,7.9,0.57,0.31,2,0.079,10,79,3.29,0.69,9.5,6,2
1217,1217,8.2,0.34,0.37,1.9,0.057,43,74,3.23,0.81,12,6,2
1218,1218,8.2,0.4,0.31,1.9,0.082,8,24,3.24,0.69,10.6,6,2
1219,1219,9,0.39,0.4,1.3,0.044,25,50,3.2,0.83,10.9,6,2
1220,1220,10.9,0.32,0.52,1.8,0.132,17,44,3.28,0.77,11.5,6,2
1221,1221,10.9,0.32,0.52,1.8,0.132,17,44,3.28,0.77,11.5,6,2
1222,1222,8.1,0.53,0.22,2.2,0.078,33,89,3.26,0.46,9.6,6,2
1223,1223,10.5,0.36,0.47,2.2,0.074,9,23,3.23,0.76,12,6,2
1224,1224,12.6,0.39,0.49,2.5,0.08,8,20,3.07,0.82,10.3,6,2
1225,1225,9.2,0.46,0.23,2.6,0.091,18,77,3.15,0.51,9.4,5,2
1226,1226,7.5,0.58,0.03,4.1,0.08,27,46,3.02,0.47,9.2,5,2
1227,1227,9,0.58,0.25,2,0.104,8,21,3.27,0.72,9.6,5,2
1228,1228,5.1,0.42,0,1.8,0.044,18,88,3.68,0.73,13.6,7,3
1229,1229,7.6,0.43,0.29,2.1,0.075,19,66,3.4,0.64,9.5,5,2
1230,1230,7.7,0.18,0.34,2.7,0.066,15,58,3.37,0.78,11.8,6,2
1231,1231,7.8,0.815,0.01,2.6,0.074,48,90,3.38,0.62,10.8,5,2
1232,1232,7.6,0.43,0.29,2.1,0.075,19,66,3.4,0.64,9.5,5,2
1233,1233,10.2,0.23,0.37,2.2,0.057,14,36,3.23,0.49,9.3,4,1
1234,1234,7.1,0.75,0.01,2.2,0.059,11,18,3.39,0.4,12.8,6,2
1235,1235,6,0.33,0.32,12.9,0.054,6,113,3.3,0.56,11.5,4,1
1236,1236,7.8,0.55,0,1.7,0.07,7,17,3.26,0.64,9.4,6,2
1237,1237,7.1,0.75,0.01,2.2,0.059,11,18,3.39,0.4,12.8,6,2
1238,1238,8.1,0.73,0,2.5,0.081,12,24,3.38,0.46,9.6,4,1
1239,1239,6.5,0.67,0,4.3,0.057,11,20,3.45,0.56,11.8,4,1
1240,1240,7.5,0.61,0.2,1.7,0.076,36,60,3.1,0.4,9.3,5,2
1241,1241,9.8,0.37,0.39,2.5,0.079,28,65,3.16,0.59,9.8,5,2
1242,1242,9,0.4,0.41,2,0.058,15,40,3.22,0.6,12.2,6,2
1243,1243,8.3,0.56,0.22,2.4,0.082,10,86,3.37,0.62,9.5,5,2
1244,1244,5.9,0.29,0.25,13.4,0.067,72,160,3.33,0.54,10.3,6,2
1245,1245,7.4,0.55,0.19,1.8,0.082,15,34,3.49,0.68,10.5,5,2
1246,1246,7.4,0.74,0.07,1.7,0.086,15,48,3.12,0.48,10,5,2
1247,1247,7.4,0.55,0.19,1.8,0.082,15,34,3.49,0.68,10.5,5,2
1248,1248,6.9,0.41,0.33,2.2,0.081,22,36,3.41,0.75,11.1,6,2
1249,1249,7.1,0.6,0.01,2.3,0.079,24,37,3.4,0.61,10.9,6,2
1250,1250,7.1,0.6,0.01,2.3,0.079,24,37,3.4,0.61,10.9,6,2
1251,1251,7.5,0.58,0.14,2.2,0.077,27,60,3.28,0.59,9.8,5,2
1252,1252,7.1,0.72,0,1.8,0.123,6,14,3.45,0.58,9.8,5,2
1253,1253,7.9,0.66,0,1.4,0.096,6,13,3.43,0.58,9.5,5,2
1254,1254,7.8,0.7,0.06,1.9,0.079,20,35,3.4,0.69,10.9,5,2
1255,1255,6.1,0.64,0.02,2.4,0.069,26,46,3.47,0.45,11,5,2
1256,1256,7.5,0.59,0.22,1.8,0.082,43,60,3.1,0.42,9.2,5,2
1257,1257,7,0.58,0.28,4.8,0.085,12,69,3.32,0.7,11,6,2
1258,1258,6.8,0.64,0,2.7,0.123,15,33,3.44,0.63,11.3,6,2
1259,1259,6.8,0.64,0,2.7,0.123,15,33,3.44,0.63,11.3,6,2
1260,1260,8.6,0.635,0.68,1.8,0.403,19,56,3.02,1.15,9.3,5,2
1261,1261,6.3,1.02,0,2,0.083,17,24,3.59,0.55,11.2,4,1
1262,1262,9.8,0.45,0.38,2.5,0.081,34,66,3.15,0.58,9.8,5,2
1263,1263,8.2,0.78,0,2.2,0.089,13,26,3.37,0.46,9.6,4,1
1264,1264,8.5,0.37,0.32,1.8,0.066,26,51,3.38,0.72,11.8,6,2
1265,1265,7.2,0.57,0.05,2.3,0.081,16,36,3.38,0.6,10.3,6,2
1266,1266,7.2,0.57,0.05,2.3,0.081,16,36,3.38,0.6,10.3,6,2
1267,1267,10.4,0.43,0.5,2.3,0.068,13,19,3.1,0.87,11.4,6,2
1268,1268,6.9,0.41,0.31,2,0.079,21,51,3.47,0.55,9.5,6,2
1269,1269,5.5,0.49,0.03,1.8,0.044,28,87,3.5,0.82,14,8,3
1270,1270,5,0.38,0.01,1.6,0.048,26,60,3.7,0.75,14,6,2
1271,1271,7.3,0.44,0.2,1.6,0.049,24,64,3.38,0.57,11.7,6,2
1272,1272,5.9,0.46,0,1.9,0.077,25,44,3.5,0.53,11.2,5,2
1273,1273,7.5,0.58,0.2,2,0.073,34,44,3.1,0.43,9.3,5,2
1274,1274,7.8,0.58,0.13,2.1,0.102,17,36,3.24,0.53,11.2,6,2
